413699212,货船,140
413305340,货船,0
412460269,,0
412441662,捕捞,40
413654321,娱乐船,62
412750710,,106
412444246,,30
150000308,捕捞,0
900045282,,20
413404176,货船,55
412750721,货船,0
998503124,,7
412880551,,85
413446370,货船,112
412430048,,0
741111152,,70
412441261,,0
412432280,货船,55
412430728,,0
413371110,货船,99
412004214,捕捞,0
413787904,货船,36
160013651,,8
412447398,,40
413200840,油轮,135
412554180,货船,53
412424771,,0
98311398,,4
457068000,,67
412016218,捕捞,18
636017058,货船,190
150000309,捕捞,0
412450645,,0
412435989,,0
150672598,货船,60
61888792,,0
121000396,捕捞,28
422503010,货船,100
412878914,,0
412444245,,30
413404177,货船,55
412077250,油轮,81
257362000,货船,190
412069470,,0
413445580,货船,132
413000455,捕捞,37
412400000,捕捞,36
413000098,捕捞,100
98312018,,4
415401399,捕捞,16
412361311,,0
412442376,,43
361009136,,0
412448756,捕捞,29
200004654,货船,64
413414090,油轮,117
98316825,,0
413693030,油轮,111
900062803,捕捞,25
412123419,,22
416002965,,0
412444244,,30
412449658,,0
100005856,,35
413365250,,0
41109086,,0
412443779,,0
412966655,,0
200010079,,0
412430727,,0
98312017,,4
513113899,,0
413161112,捕捞,36
413885100,货船,93
965000000,,0
413360338,捕捞,54
412429220,货船,52
41112059,,8
412460159,,17
200022355,捕捞,0
412000007,货船,110
130235766,货船,68
412432736,捕捞,36
412005807,,8
413411322,,0
412449653,,0
413550647,,0
412094199,,8
413759000,油轮,116
412123321,,0
412419616,,44
538004851,货船,292
412441473,,42
412460839,,17
412361078,,8
413590170,油轮,55
412123321,拖轮,103
413500948,,8
412878912,,0
634880004,,8
413700008,捕捞,35
412449687,,36
412432057,捕捞,36
412055507,,0
150203845,拖引,21
413694030,,53
412432737,捕捞,36
998506389,,0
900000504,,45
413598888,,0
413000099,货船,40
412455370,货船,53
999803,,0
413138482,,0
412301510,货船,96
902962035,,35
413421953,货船,70
200010073,,0
413833623,,53
325702000,油轮,113
413740000,货船,246
413444860,货船,62
412414615,捕捞,38
412476657,货船,50
412123320,,0
613130008,,8
10000268,,36
98310260,,0
412442331,,45
98317959,,4
416004796,,0
370599000,货船,134
413693640,货船,53
413062028,,35
412061759,,0
412438442,,0
412446532,,26
372918000,,183
613130009,,8
412446992,,33
412449686,,36
27331,,0
412446091,,29
412448401,,13
413411320,,0
875420158,,20
412550088,捕捞,40
412441241,捕捞,106
416000000,,30
412412390,油轮,89
413271660,,187
412858888,,28
413446953,货船,53
412451566,,0
900000053,货船,56
412448585,货船,0
98311100,,4
440672000,货船,168
412424776,,0
800032938,捕捞,0
412440424,,60
412446994,,33
412449655,,0
201701454,,0
413417640,货船,53
800689235,,10
412415572,,6
813022267,,0
413414217,货船,53
902961365,,0
900008590,捕捞,22
412596097,,0
412446516,,27
634880002,,8
334973000,油轮,82
413360401,货船,55
412021986,,72
413404173,货船,55
416004799,,0
900000715,货船,57
413765210,,0
145240530,,0
843064806,,857
412432055,捕捞,36
412449689,,36
200008855,,0
412501760,货船,97
413592880,,55
412736000,货船,226
412763929,,0
412451854,,27
412767010,油轮,53
413414216,货船,53
200004658,货船,64
412411723,,0
412415825,,35
412761690,货船,159
412442179,,0
412444157,捕捞,0
412432021,捕捞,0
412596777,,0
413446952,货船,53
11047292,,0
412450602,,40
370100590,,1022
412550343,货船,84
413363257,,31
413444220,拖引,35
413591360,,40
412002358,捕捞,50
416000002,,30
357402000,货船,199
412424774,,0
412451283,捕捞,40
412432056,捕捞,36
412449688,,36
412000696,,0
370100398,,0
800000430,,11
412451853,,27
412361315,,0
240097000,货船,189
200008856,,0
412451852,,27
98315904,,0
413354655,,52
232670010,,8
200020250,拖引并且船长>200m或船宽>25m,292
412442268,,22
412433209,,36
200022351,捕捞,0
413701348,货船,97
413435012,捕捞,40
200001007,,15
413702240,捕捞,45
412763923,,0
412431635,捕捞,30
98309636,捕捞,4
800004394,,0
412460394,,20
10201802,,0
413280000,油轮,244
412459957,,0
412438445,,0
413479568,货船,67
239615000,货船,225
413005668,捕捞,40
412424777,,0
150200579,,8
27335,,0
200013206,,0
412432053,捕捞,36
412123324,,0
412450643,捕捞,30
100900800,货船,70
412458510,货船,128
412452875,,48
412420458,,74
413698790,货船,145
231160002,,0
413430940,其他类型的船舶,32
466967328,,0
412441620,货船,95
412764160,货船,158
412432955,捕捞,40
416052809,,0
158643991,,0
98501107,,10
412413413,货船,139
412440371,捕捞,66
413506110,,85
412438293,,30
412465912,,0
413591110,,0
634880001,,8
235000000,,96
200010072,,0
442000002,货船,50
98328958,,0
413896898,,0
411111111,捕捞,35
563820000,货船,300
231160003,,0
990000047,,0
412429820,货船,105
414536208,,0
412000163,捕捞,0
412432557,,0
412433615,,8
800888863,,0
200013205,,0
412429227,货船,52
50579656,,0
412431712,,98
200014064,,14
27339,,0
412432868,捕捞,18
413692048,货船,53
200928077,捕捞,16
200012585,,0
412452148,,13
412446512,,27
412206350,货船,97
412449650,,0
416001368,,0
902533554,,0
412443279,,6
231160004,,0
412450114,捕捞,0
211549032,,0
412596771,货船,83
361005765,,0
412448900,,534
412430811,捕捞,14
412432051,捕捞,36
412123326,,0
412061916,,45
416000118,,13
412432869,捕捞,18
200011402,,36
413702220,货船,99
413444286,,0
412469571,捕捞,30
100704013,,0
200172301,,0
27337,,0
412433651,,6
200172302,,0
576728000,货船,21
100703394,,0
412432239,捕捞,42
412437529,捕捞,30
412425310,,53
413440382,油轮,126
412123327,,0
900005308,,38
412461512,捕捞,232
412422626,捕捞,42
413024526,货船,36
412356953,,0
412431178,捕捞,34
900003243,捕捞,0
413249766,油轮,56
160007692,,8
251400005,,0
98314000,捕捞,4
413000074,货船,41
412277612,,30
413411317,,0
100900002,货船,50
412432741,捕捞,36
100879585,,0
412444756,,23
413303270,,0
412061766,,0
900019313,捕捞,55
140401402,,0
412441899,捕捞,43
538005989,油轮,219
413436680,货船,51
412413920,油轮,92
412061765,,0
412442442,,28
412488578,,0
413060128,,50
800051261,捕捞,0
412432045,捕捞,37
313028020,,0
412448736,,0
412432742,捕捞,36
412357080,,54
413108001,油轮,229
656400668,,32
354733000,货船,101
512385855,,39
412445836,,30
412569988,,0
15631,,8
313030894,,0
563496000,货船,213
900200333,,0
150000150,,0
413702320,,0
412425692,,0
412418328,,32
412441806,,18
412418329,,32
412061764,,0
412432063,捕捞,36
412435991,,0
412438437,,0
412432563,,0
412200567,,36
413523000,油轮,138
200020380,,0
413330880,,57
98314536,,4
413108000,油轮,229
413550640,,0
413361890,,0
412450598,,14
591350122,,33
64573978,,0
200012584,,0
412432877,捕捞,18
413365350,货船,67
100900000,货船,50
412271160,货船,96
357924706,,0
412436013,,60
412410645,客船,0
98327352,,0
98323986,,0
900066146,捕捞,0
412010613,,16
412751550,货船,53
200161216,捕捞,12
413359299,,0
412433216,,36
412432451,捕捞,9
514650951,,0
412061768,,0
413377780,油轮,53
412474620,货船,158
412368916,,58
413550560,货船,98
210000113,货船,32
412444687,,0
412451000,货船,130
666604261,,8
200012581,,0
98311109,,4
900020948,,0
477769400,货船,172
412415064,捕捞,42
70057318,,0
412448030,货船,84
201606706,,0
900000343,,0
413411314,,0
98323987,,0
206905114,货船,27
413411873,货船,36
477335920,,0
412432452,捕捞,9
412437256,,47
412432878,捕捞,18
251400006,,0
412061767,,0
111005478,捕捞,0
412423411,,30
413363320,油轮,97
413000088,货船,78
412442170,,0
101500193,,15
151043565,,0
412450662,,37
900001422,,7
412432061,捕捞,36
412206370,货船,96
900328812,捕捞,45
461942262,,0
108668584,,49
413468790,油轮,110
98329187,,0
412448737,,0
412430083,,36
412433991,捕捞,23
413000096,,70
412328220,货船,96
412477102,,36
875400115,捕捞,30
413465440,,52
900062334,,0
98329184,,0
412554310,,54
414244000,货船,225
413590169,油轮,55
416900070,客船,0
412432875,捕捞,18
900025840,货船,22
412436037,捕捞,51
564511000,货船,200
412425696,,0
412460847,,16
413687768,,30
416020526,捕捞,0
800568413,,0
412440134,,33
413360403,货船,55
200022542,,14
412734985,货船,31
538005985,油轮,219
413412910,,0
412434398,,0
811021472,,0
98314533,,4
413707582,,0
412444863,捕捞,36
477658800,油轮,100
200020385,,0
413446512,,0
412442448,,28
412461281,,21
412061769,,0
413363270,货船,0
412442177,,0
98329185,,0
412434245,,19
413888001,,56
150200570,,8
412460168,,16
413355530,货船,99
789855224,,0
412432876,捕捞,18
612250077,,25
412061852,,22
200001502,货船,16
412508339,捕捞,40
412432909,捕捞,43
413414210,货船,53
412061962,捕捞,35
200011813,捕捞,0
416000343,,17
412460848,,16
412470572,,0
815023872,捕捞,30
800050348,捕捞,0
412450531,捕捞,47
98315911,,0
98311108,,4
412061089,,0
101406469,,54
412553794,,0
800043710,,0
412442176,,0
100701567,,0
538002730,货船,190
218818000,货船,182
412756060,,50
412553792,,0
441858000,油轮,97
416027525,,13
412442853,,0
412354430,,0
200006332,,0
98329182,,0
413463630,货船,96
412434396,,0
412360936,货船,75
412433417,,41
98311105,,4
412432839,捕捞,20
900000347,,0
413364340,,0
200023515,,0
100889525,,15
98315912,,0
412061922,,45
412431642,捕捞,30
413414213,货船,53
416001373,,0
412001311,,0
416003975,,22
98317069,,0
800003003,货船,77
160126811,,8
412426210,,54
200023516,,0
800033010,捕捞,19
900001409,,8
412235486,捕捞,0
412449863,,42
412444774,,22
412432874,捕捞,18
413223311,货船,84
235076681,货船,364
412703778,,0
413423760,油轮,69
200014208,,22
416453974,,0
412440133,,33
900026525,捕捞,41
413693643,货船,53
412449955,捕捞,56
200004621,捕捞,50
200008167,,0
413360976,,0
412442174,,0
413473068,货船,53
815021505,捕捞,38
412444681,,0
800500890,捕捞,17
413360347,捕捞,54
902588663,,0
412441934,,0
412002299,,34
200009765,,0
416000458,,0
357843000,油轮,280
413201520,货船,97
900154268,,0
245483000,货船,137
413555810,货船,126
413506170,,44
477286868,捕捞,0
413360689,货船,56
412500340,油轮,63
412450391,捕捞,39
412470577,,0
150000302,捕捞,0
290000000,,0
205395000,货船,289
200000801,货船,58
413001886,,0
998506781,,10
412450570,,53
200021442,捕捞,0
413156038,,8
218158000,货船,335
98327358,,0
412441968,,36
412358780,,0
412434394,,0
416000459,,0
412442096,,15
413425975,,0
412449806,,45
200002435,捕捞,0
412433679,捕捞,35
987140002,,96
200022667,,34
412433629,货船,53
412443285,捕捞,35
900068818,,15
412441892,捕捞,43
200006337,,0
200009766,,0
412444680,,0
412119199,,0
413360688,货船,56
412414628,,45
160887281,,8
161110071,,0
412460264,,0
412423860,,0
412449773,,20
412449305,捕捞,81
325762000,油轮,105
412412484,,30
412412637,,0
412451691,捕捞,50
413401022,,0
413888879,客船,80
800032133,,25
412060168,,0
412420436,,0
355391000,货船,117
413359290,,0
352181000,油轮,112
900023166,捕捞,0
412452621,捕捞,38
412417368,捕捞,0
412433712,捕捞,22
412764560,,48
413001482,货船,36
108667970,,0
412449805,,45
413432750,,53
410008888,货船,39
412416007,,0
98319575,,0
412433677,捕捞,35
413365261,,0
412443284,捕捞,35
100873615,货船,50
412336745,捕捞,40
412441932,,0
412434392,,0
416442082,,0
413282858,,0
200009767,,0
15638,,8
213999999,,0
100066602,,9
101407484,,0
688,娱乐船,0
412469823,捕捞,21
413425401,货船,55
412443396,,26
416005281,帆船航行,0
412674150,捕捞,33
413550730,,97
413005502,,30
412411658,,52
412414424,,40
200004563,拖引,28
998523036,,45
811021707,,30
412441252,,0
538005983,油轮,219
412430859,,20
98312707,,4
412460266,,0
413591107,,0
412450371,捕捞,40
413700140,油轮,143
150000305,捕捞,0
412449118,捕捞,0
992016100,,0
412476310,油轮,99
412416006,,0
900017265,捕捞,24
413411270,,51
412419482,,35
900023097,货船,30
230024099,捕捞,12
200019542,捕捞,0
800000055,,0
416532712,,0
567071000,货船,122
413524768,,0
412469128,,30
800034485,,18
412456804,捕捞,20
412450653,,0
612960009,,8
412451349,捕捞,26
912252480,,0
412416057,,35
538007019,货船,190
412416091,,33
412355580,货船,124
412442407,捕捞,22
412456789,货船,85
950568852,,0
256884000,货船,366
412445151,,30
900002299,捕捞,50
412026225,,74
412449829,捕捞,36
412452957,,33
200916408,捕捞,12
900005308,,0
412305616,,10
412433675,捕捞,35
412450209,,30
412448265,,42
900023160,捕捞,0
413524769,,0
900004270,货船,111
413860768,货船,85
412442404,,30
230024098,捕捞,12
412759050,,42
98323988,,0
98327354,,0
413427960,,45
200005186,捕捞,0
413431070,货船,76
413506140,货船,53
412443043,,40
415426578,,13
440020000,油轮,125
412435989,捕捞,30
902900012,,0
412013457,,0
200002439,捕捞,0
100896760,,0
477010300,货船,266
170321003,,0
612960008,,8
412418587,,34
413697060,,43
374149000,货船,177
413001126,捕捞,35
413552880,货船,130
416040981,,0
412452958,,33
412441785,,30
412061761,,0
6148804,,0
412469806,,30
356162000,货船,230
412448264,,42
413425972,,0
900023161,捕捞,0
412432792,,41
900005309,,0
412433676,捕捞,35
412441896,捕捞,43
412437520,,0
98327353,,0
412432758,,1022
400426720,,53
354487000,货船,200
412416714,,36
612960007,,8
412444684,,0
412441548,,27
412411569,捕捞,60
412452608,捕捞,39
414063000,货船,189
412434202,,21
60501503,,0
412451254,,12
412441259,,0
412477809,,35
412449801,,45
500109160,,8
998505869,,10
412069476,,0
412410804,,0
413620531,货船,0
416600907,,30
416090492,,24
548916000,,169
412061080,,0
412204430,货船,0
412441939,,0
413353710,,53
412418384,,29
412762270,货船,97
566619000,货船,200
412061760,,0
413404810,油轮,55
355033000,货船,162
111022201,,0
150308476,,4
421255669,,0
412417351,,46
538006856,油轮,146
200021445,捕捞,0
412363636,油轮,0
412452554,,23
229541000,货船,300
412444683,,0
612960006,,8
412469369,捕捞,25
412416003,,0
412432372,捕捞,24
98331937,捕捞,0
353212000,货船,190
412448725,,38
412421068,捕捞,78
412069477,,0
412443288,捕捞,35
160887287,,8
200009762,,0
900023699,,0
412450650,,0
412001032,,10
412432747,货船,51
412410788,,12
111022202,,0
412449148,捕捞,36
412423868,,0
412061922,捕捞,37
412443967,捕捞,35
900040579,,11
50122075,,0
902588662,,0
461601231,,58
413416000,其他类型的船舶,141
374645000,货船,396
412444936,,29
412451218,,14
412433674,捕捞,35
412441257,,0
413451510,货船,58
98314001,捕捞,4
412450666,,37
412444682,,0
612960005,,8
412451524,,40
412061083,,0
200150818,,40
413432159,,0
412418457,捕捞,44
412436350,货船,54
412449803,,45
900000095,货船,16
98312702,,4
413479140,货船,96
412438287,捕捞,60
412764849,,0
101407487,,0
412452486,,0
888888,,48
412061762,,0
412444731,,24
412416053,,35
412331140,油轮,115
222222215,捕捞,23
6148803,,0
413360685,货船,56
98316151,,0
477400800,货船,134
800151334,捕捞,32
796600006,,0
987600001,捕捞,12
140400503,,0
412359140,货船,55
412410797,,11
412448288,,42
100888987,,0
412417888,捕捞,30
412754530,,0
333300823,,0
412460258,,0
413620888,,53
412431227,,29
219194000,货船,225
412444257,,30
412356410,货船,54
413360328,捕捞,54
412501133,,0
200007922,,0
591000395,,8
200003876,,0
413471590,油轮,112
413427230,油轮,53
412427237,,0
933301595,捕捞,33
565452000,油轮,115
413303220,油轮,84
412431652,,0
800032129,,25
412413134,,28
412452592,,20
412447649,,32
412447836,,0
412703630,货船,140
370100113,,0
412450466,,31
636017362,油轮,100
50600314,,8
140400502,,0
413360669,货船,56
412431208,,30
900066682,,0
412514886,,0
413432559,货船,56
412674155,,40
412470591,捕捞,29
5586,,0
413327605,货船,57
370100112,,0
412433685,捕捞,35
416001484,,20
412432304,,36
413692460,油轮,98
902588670,,0
321013991,,0
3415889,捕捞,34
477036300,货船,120
100705748,,20
200927092,,0
900023416,,0
412432308,,36
412450635,,0
98331914,捕捞,0
412417604,,37
249203000,货船,334
68600250,,0
100000001,其他类型的船舶,0
160888600,,8
101268025,,8
41112042,,8
416016000,货船,144
98332680,,0
412514885,,0
412450687,,35
413692057,货船,53
900022797,,0
900200120,其他类型的船舶,50
413421962,货船,70
412450081,捕捞,12
412447225,,23
200021982,,0
50819055,,0
200010748,,0
108667273,,0
412700368,,0
412359126,货船,56
800000060,,0
100876542,娱乐船,0
413215015,,8
68600251,,0
98332681,,0
168810105,捕捞,0
235089333,货船,342
900006182,,13
412426061,货船,54
356237000,货船,185
412449826,,45
441954000,货船,152
900025852,货船,60
412700510,货船,53
413904000,,150
230022146,捕捞,30
412441272,,0
321013993,,0
412431653,,0
538004525,货船,229
361005905,捕捞,0
416002956,,0
412005632,货船,85
413996000,货船,264
100895179,,0
414004612,,0
200019397,捕捞,30
412443788,,0
416012000,货船,168
412356569,,65
100895176,,0
412433646,捕捞,37
412408090,货船,224
371328000,货船,83
412450633,,0
1056972113,油轮,0
413376270,货船,190
412424783,,0
98331916,捕捞,0
412434028,捕捞,45
413665878,,60
371466000,货船,337
412418199,捕捞,15
98332682,,0
412445088,捕捞,0
636014568,货船,229
16804,,0
200022608,,0
371818686,货船,88
5583,,0
412449627,捕捞,32
412448785,捕捞,28
413587651,,0
41109075,,0
413860374,,67
413500690,货船,99
412436704,,135
412424782,,0
413569017,,10
100704020,,0
968888888,,45
413504306,,8
412449958,,27
412445230,,91
412414601,,8
412443988,捕捞,35
98316156,,0
511425000,油轮,70
100888012,娱乐船,27
413692050,货船,53
900028827,捕捞,0
567317000,货船,195
412460255,,0
212531000,货船,170
412433163,,50
412441662,其他类型的船舶,65
200010063,,0
412430739,,0
334950000,油轮,105
800000067,,0
200009756,,0
412514882,,0
201666594,,0
200004641,货船,64
200010067,,0
415938900,捕捞,1022
636017398,货船,289
413674156,,50
412447155,,0
412448983,,41
412413641,,59
100886471,,0
412424785,,0
400688513,,8
416744815,,0
108667555,娱乐船,17
413370970,油轮,91
412358796,,0
409964717,,0
413961003,货船,45
413506590,货船,98
416002952,,0
412432309,捕捞,28
412433890,,85
902900587,,27
150203557,,0
412433201,捕捞,29
413503180,货船,97
900004683,,0
98316158,,0
412464817,捕捞,23
900005301,,0
309616000,货船,300
200015738,,0
200005628,,42
413692053,货船,53
413465310,货船,190
814021760,,0
412000005,,28
200010066,,0
200004642,货船,64
200022606,,0
200009757,,0
98332684,,0
416002271,,0
412440118,货船,80
412437533,捕捞,30
800027090,货船,70
200003428,货船,0
412001858,货船,0
412068010,货船,53
412454220,货船,87
412469566,捕捞,30
200021986,,0
412417601,,37
412464818,捕捞,23
412596080,,0
50825033,,0
413330426,货船,57
900028829,捕捞,0
215485000,货船,335
477077100,货船,295
200009758,,0
412441878,捕捞,45
200010065,,0
98332685,,0
613530009,,25
412020788,捕捞,36
413553610,货船,0
412472423,,26
412416506,,31
200021483,捕捞,36
512525888,,7
636091992,货船,262
412438454,,0
98311116,,4
412442361,,44
100083102,,8
900000721,货船,56
412441723,,34
800037662,捕捞,45
412441265,,38
800125478,,0
415400967,,18
200022369,捕捞,0
413690810,,99
412358240,货船,54
98314543,,4
413002003,捕捞,36
416003976,,21
511192000,油轮,0
412405752,,0
412452661,捕捞,35
98315914,,0
412451384,,31
200012578,,0
875400655,,30
247055300,油轮,175
416004783,,0
98318661,,0
412414603,捕捞,38
412418966,,45
412160401,,0
412000158,捕捞,1
900225642,货船,53
412092612,,0
412451146,,28
412445116,捕捞,25
355621000,货船,160
412477777,,48
412438982,,30
213356621,,0
412061066,,0
412433483,,0
412411839,捕捞,50
100000111,捕捞,33
413620516,货船,0
900000868,,30
412702340,货船,53
412446768,,30
231751002,,8
547638787,货船,70
412763340,捕捞,126
412418968,,45
413804087,货船,68
98318660,,0
905680808,,38
1681,,8
667003388,,0
412472204,,22
412433642,捕捞,37
412208470,捕捞,147
413550635,,0
413903978,货船,60
98314541,,4
412449862,捕捞,35
413161128,捕捞,36
412431716,捕捞,166
414001168,捕捞,42
412433999,捕捞,23
800236584,捕捞,0
412361303,,0
412878923,,0
98327371,,0
996996996,,0
11163,,0
412055518,,0
372959000,货船,144
416005152,客船,16
412438456,,0
614390008,,8
412443780,,0
150200564,,8
412141168,,8
416165800,,31
412415133,,35
412424789,,0
416000,货船,50
413692420,货船,65
412439203,捕捞,12
415098928,,0
98309629,捕捞,4
511351018,,0
413446940,货船,53
201608482,捕捞,5
319570000,货船,199
413982028,货船,50
413506934,,783
150402634,,0
538005870,油轮,122
98315237,,0
412437230,油轮,92
412878922,,0
800037740,,0
412414571,捕捞,13
412460183,,15
412424788,,0
200012577,,0
412432396,,370
412460829,,17
412433148,货船,96
200004645,货船,64
412469741,捕捞,36
671554000,货船,96
6200602,,8
412416299,,0
412431202,,30
900000339,,0
412451882,货船,70
150203550,,0
333301668,捕捞,45
412999999,捕捞,3
98330853,,0
413351590,货船,83
412444253,,30
412444406,,0
412449697,,36
412000007,捕捞,20
412446507,,28
412430051,,0
412031885,捕捞,17
413692440,,94
998508336,,10
412427610,货船,132
412442348,,45
999900490,捕捞,0
900000207,,18
900066279,捕捞,20
100014522,,0
416001352,,0
412449662,,0
413590161,油轮,55
414288000,货船,208
412430731,,0
412437810,捕捞,20
754060936,疏浚或水下作业,50
902961353,,0
356174000,货船,172
412417187,,39
170422488,,0
412433792,捕捞,18
413059000,货船,263
412451608,捕捞,16
900066295,捕捞,19
900017251,捕捞,25
98315239,,0
412438339,,55
98330854,,0
413327627,货船,56
98209222,捕捞,4
413424380,,0
614390007,,8
900003261,捕捞,36
413737000,货船,127
412443835,,24
800800888,,70
412418266,,46
98315919,,0
998508335,,10
412005833,,7
413417650,货船,52
412501730,货船,98
412452903,捕捞,27
412432459,捕捞,9
800051264,捕捞,0
412441175,捕捞,46
412449757,捕捞,14
200011808,捕捞,0
61017060,,0
200012575,,0
371987000,货船,200
413412820,,53
412433793,捕捞,18
100874352,捕捞,28
902993119,,0
416004335,,30
412444251,,30
40907021,,0
356686000,油轮,119
212289000,货船,170
412449678,,37
413270728,,0
412460823,,17
412000005,捕捞,20
416272010,,0
412417642,,35
413008682,,0
412444699,捕捞,30
900003262,捕捞,36
412416976,,0
548126384,,0
412433995,捕捞,23
413056016,,0
200022367,捕捞,0
412470580,,0
412460783,货船,0
412437812,捕捞,20
256169000,货船,300
403516001,油轮,183
50124048,,8
614280002,,8
416001354,,0
426975552,,0
414240000,货船,211
413502240,,53
413588037,,8
412502455,货船,55
413008681,,0
902961355,,0
412430809,捕捞,15
51121314,,0
412750180,油轮,55
100083103,,8
412443960,捕捞,36
412206380,货船,96
414257000,货船,266
412443008,捕捞,35
371982361,油轮,147
412416295,,0
412435012,捕捞,30
412000208,捕捞,25
799999999,捕捞,48
412449663,,0
413590160,油轮,55
412443784,,0
231570004,,8
416004780,,0
413446943,货船,53
614280001,,8
413405370,油轮,117
412703430,货船,97
412354450,,0
413701332,货船,97
417894954,,0
413668888,,50
273565630,,0
413270726,,0
412408214,,0
200004250,捕捞,0
412432075,捕捞,36
412432058,捕捞,37
412593299,捕捞,43
170302004,,0
900050474,,0
200012570,,0
413445370,客船,14
412451664,,21
412432467,捕捞,9
413687224,,0
412422420,货船,53
413620291,,0
412432578,,0
412448749,,0
412442456,,28
414093696,,0
412432755,捕捞,36
98317979,,4
412985650,,0
413270670,货船,96
412361309,,0
200002585,货船,71
900000331,,0
412449692,,36
412418501,,0
100266882,,8
413454815,货船,0
412444565,,18
41215075,,8
413590152,油轮,55
98317756,,0
412333882,,0
412550970,货船,97
412460838,,16
111199887,捕捞,20
200006088,捕捞,0
210913000,货船,225
413411302,,0
900005598,,0
412001262,捕捞,44
170302003,,0
412432577,,0
416003199,,0
41106094,,8
412470581,,0
900000333,,0
200005406,,0
412958885,,0
2650658,,0
355951000,货船,162
412362380,其他类型的船舶,73
412432042,货船,53
249041000,货船,147
800040311,货船,80
412444694,捕捞,30
98315920,,0
412596757,,0
412450412,,34
400449481,,0
412361308,,0
160710022,,8
412702190,,0
98309476,,4
412413018,,45
413425981,,0
98327362,,0
412432094,捕捞,35
413401610,,53
98317757,,0
412436341,捕捞,40
413603239,捕捞,40
800032470,,11
412568836,,35
412442865,,0
412410439,,25
412441833,,17
412036889,高速船,0
413444856,货船,62
200022221,捕捞,19
200130623,,915
413364330,,0
100020232,捕捞,0
200001505,捕捞,0
412442454,,28
412432753,捕捞,36
800047536,捕捞,0
412512440,捕捞,53
412417454,,29
413434130,,46
900019445,捕捞,0
477800200,货船,135
98309620,捕捞,4
412435702,捕捞,30
412450964,捕捞,55
821001859,,0
925554451,,0
412596229,,83
413694940,货船,140
413096230,,12
438901,,0
412061074,,0
98314549,,4
900049797,捕捞,18
98327365,,0
413353550,货船,54
41106091,,8
900000187,捕捞,22
998508333,,10
412450555,执法艇,33
902900000,,0
413411300,,0
800037735,,0
416001415,,24
413620292,,0
800023542,捕捞,0
413550480,货船,75
412449938,捕捞,20
412432579,,0
412435701,捕捞,30
200005404,,0
413478330,货船,193
200333666,,0
412441255,,76
400449483,,0
412763240,,0
371401000,油轮,100
200008158,,0
100888012,,0
412446505,,28
477065400,货船,229
413365321,货船,68
98314010,捕捞,4
98314548,,4
412061073,,0
564911000,货船,104
416600040,货船,70
412446744,,31
412431659,捕捞,30
